Address,Area,Group,Block
和歌山県和歌山市手平4,宮前地区,第6ブロック,中心部地域
和歌山県和歌山市手平5,宮前地区,第6ブロック,中心部地域
和歌山県和歌山市手平6,宮前地区,第6ブロック,中心部地域
和歌山県和歌山市手平出島,宮前地区,第6ブロック,中心部地域
和歌山県和歌山市寺内,岡崎地区,第5ブロック,南東部地域
和歌山県和歌山市出口甲賀丁,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市出口新端ノ丁,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市出口中ノ丁,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市出口端ノ丁,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市出島,西和佐地区,第4ブロック,東部地域
和歌山県和歌山市出水,宮地区,第6ブロック,中心部地域
和歌山県和歌山市伝法橋南ノ丁,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市徳田木丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市土佐町1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市土佐町2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市土佐町3,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市友田町2,大新地区,第10ブロック,中心部地域
和歌山県和歌山市友田町3,宮北地区,第6ブロック,中心部地域
和歌山県和歌山市友田町4,宮北地区,第6ブロック,中心部地域
和歌山県和歌山市友田町5,宮北地区,第6ブロック,中心部地域
和歌山県和歌山市道場町,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市土入,貴志地区,第2ブロック,北部地域
和歌山県和歌山市中,貴志地区,第2ブロック,北部地域
和歌山県和歌山市中島,宮前地区,第6ブロック,中心部地域
和歌山県和歌山市中筋日延,山口地区,第3ブロック,北東部地域
和歌山県和歌山市中野,貴志地区,第2ブロック,北部地域
和歌山県和歌山市中之島,中之島地区,第9ブロック,中心部地域
和歌山県和歌山市中ノ店北ノ丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市中ノ店中ノ丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市中ノ店南ノ丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市永山,東山東地区,第5ブロック,南東部地域
和歌山県和歌山市七曲り,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市鍋屋町,本町地区,第9ブロック,中心部地域
和歌山県和歌山市鳴神,宮地区,第6ブロック,中心部地域
和歌山県和歌山市永穂,川永地区,第3ブロック,北東部地域
和歌山県和歌山市新高町,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市仁井辺,安原地区,第5ブロック,南東部地域
和歌山県和歌山市西,岡崎地区,第5ブロック,南東部地域
和歌山県和歌山市西鍛冶屋町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西河岸町,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市西釘貫丁1,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西釘貫丁2,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西釘貫丁3,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西蔵前丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西小二里1,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西小二里2,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西小二里3,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西紺屋町1,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市西紺屋町2,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市西坂ノ上丁,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市西田井,紀伊地区,第3ブロック,北東部地域
和歌山県和歌山市西高松1,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市西高松2,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西大工町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西仲間町1,本町地区,第9ブロック,中心部地域
和歌山県和歌山市西仲間町2,本町地区,第9ブロック,中心部地域
和歌山県和歌山市西長町1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市西長町2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市西長町3,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市西長町4,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市西布経丁1,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西布経丁2,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西布経丁3,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西布経丁4,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西布経丁5,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西布経丁6,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西庄,木本地区,第1ブロック,北西部地域
和歌山県和歌山市西ノ店,城北地区,第9ブロック,中心部地域
和歌山県和歌山市西旅籠町,本町地区,第9ブロック,中心部地域
和歌山県和歌山市西浜,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西浜1,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西浜2,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西浜3,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市西汀丁,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市二番丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市新留丁,新南地区,第10ブロック,中心部地域
和歌山県和歌山市布引,名草地区,第7ブロック,南部地域
和歌山県和歌山市祢宜,和佐地区,第4ブロック,東部地域
和歌山県和歌山市納定,宮北地区,第6ブロック,中心部地域
和歌山県和歌山市直川,有功地区,第3ブロック,北東部地域
和歌山県和歌山市野崎,野崎地区,第2ブロック,北部地域
和歌山県和歌山市延時,貴志地区,第2ブロック,北部地域
和歌山県和歌山市橋丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市橋向丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷榎丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷円福院西ノ丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷円福院東ノ丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷雁木丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷葛屋丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷新道丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷千体仏丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷中ノ丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷西ノ丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷端ノ丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷東ノ丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷兵庫ノ丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市畑屋敷袋町,大新地区,第10ブロック,中心部地域
和歌山県和歌山市八番丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市吐前,小倉地区,第4ブロック,東部地域
和歌山県和歌山市馬場,安原地区,第5ブロック,南東部地域
和歌山県和歌山市東鍛冶屋町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東釘貫丁1,本町地区,第9ブロック,中心部地域
和歌山県和歌山市東釘貫丁2,本町地区,第9ブロック,中心部地域
和歌山県和歌山市東釘貫丁3,本町地区,第9ブロック,中心部地域
和歌山県和歌山市東蔵前丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東小二里町,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市東紺屋町,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市東坂ノ上丁,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市東高松1,高松地区,第8ブロック,中心部地域
和歌山県和歌山市東高松2,高松地区,第8ブロック,中心部地域
和歌山県和歌山市東高松3,高松地区,第8ブロック,中心部地域
和歌山県和歌山市東高松4,高松地区,第8ブロック,中心部地域
和歌山県和歌山市東田中,小倉地区,第4ブロック,東部地域
和歌山県和歌山市東仲間町1,本町地区,第9ブロック,中心部地域
和歌山県和歌山市東仲間町2,本町地区,第9ブロック,中心部地域
和歌山県和歌山市東長町1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市東長町2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市東長町3,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市東長町4,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市東長町5,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市東長町6,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市東長町7,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市東長町8,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市東長町9,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市東長町10,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市東長町11,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市東長町中ノ丁,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市東布経丁1,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東布経丁2,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東布経丁3,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東布経丁4,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東布経丁5,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東布経丁6,城北地区,第9ブロック,中心部地域
和歌山県和歌山市東旅籠町,本町地区,第9ブロック,中心部地域
和歌山県和歌山市一筋目,城北地区,第9ブロック,中心部地域
和歌山県和歌山市日野,西脇地区,第1ブロック,北西部地域
和歌山県和歌山市平井,楠見地区,第2ブロック,北部地域
和歌山県和歌山市平尾,東山東地区,第5ブロック,南東部地域
和歌山県和歌山市平岡,山口地区,第3ブロック,北東部地域
和歌山県和歌山市広瀬通丁1,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市広瀬通丁2,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市広瀬通丁3,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市広瀬中ノ丁1,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市広瀬中ノ丁2,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市弘西,紀伊地区,第3ブロック,北東部地域
和歌山県和歌山市広原,安原地区,第5ブロック,南東部地域
和歌山県和歌山市広道,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市屏風丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市吹上1,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市吹上2,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市吹上3,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市吹上4,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市吹上5,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市吹屋町1,新南地区,第10ブロック,中心部地域
和歌山県和歌山市吹屋町2,新南地区,第10ブロック,中心部地域
和歌山県和歌山市吹屋町3,新南地区,第10ブロック,中心部地域
和歌山県和歌山市吹屋町4,新南地区,第10ブロック,中心部地域
和歌山県和歌山市吹屋町5,新南地区,第10ブロック,中心部地域
和歌山県和歌山市福島,野崎地区,第2ブロック,北部地域
和歌山県和歌山市福町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市藤田,山口地区,第3ブロック,北東部地域
和歌山県和歌山市二筋目,城北地区,第9ブロック,中心部地域
和歌山県和歌山市府中,紀伊地区,第3ブロック,北東部地域
和歌山県和歌山市舟大工町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市舟津町1,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市舟津町2,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市舟津町3,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市舟津町4,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市船所,楠見地区,第2ブロック,北部地域
和歌山県和歌山市冬野,安原地区,第5ブロック,南東部地域
和歌山県和歌山市弁財天丁,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市布施屋,和佐地区,第4ブロック,東部地域
和歌山県和歌山市堀止西1,今福地区,第8ブロック,中心部地域
和歌山県和歌山市堀止西2,今福地区,第8ブロック,中心部地域
和歌山県和歌山市堀止東1,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市堀止東2,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市堀止南ノ丁,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市本町1,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町2,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町3,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町4,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町5,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町6,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町7,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町8,本町地区,第9ブロック,中心部地域
和歌山県和歌山市本町9,本町地区,第9ブロック,中心部地域
和歌山県和歌山市坊主丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市卜半町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市真砂丁1,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市松江,貴志地区,第2ブロック,北部地域
和歌山県和歌山市松江北1,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江北2,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江北3,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江北4,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江北5,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江北6,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江北7,木本地区,第1ブロック,北西部地域
和歌山県和歌山市松江中1,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江中2,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江中3,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江西1,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江西2,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江西3,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江東1,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江東2,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江東3,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松江東4,松江地区,第1ブロック,北西部地域
和歌山県和歌山市松ケ丘1,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市松ケ丘2,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市松ケ丘3,雑賀地区,第7ブロック,南部地域
和歌山県和歌山市松島,四箇郷地区,第4ブロック,東部地域
和歌山県和歌山市松原,安原地区,第5ブロック,南東部地域
和歌山県和歌山市三葛,名草地区,第7ブロック,南部地域
和歌山県和歌山市三木町台所町,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市三木町中ノ丁,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市三木町堀詰,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市三木町南ノ丁,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市三沢町1,芦原地区,第10ブロック,中心部地域
和歌山県和歌山市三沢町2,芦原地区,第10ブロック,中心部地域
和歌山県和歌山市三沢町3,芦原地区,第10ブロック,中心部地域
和歌山県和歌山市三沢町4,芦原地区,第10ブロック,中心部地域
和歌山県和歌山市三筋目,城北地区,第9ブロック,中心部地域
和歌山県和歌山市美園町2,大新地区,第10ブロック,中心部地域
和歌山県和歌山市美園町3,新南地区,第10ブロック,中心部地域
和歌山県和歌山市美園町4,新南地区,第10ブロック,中心部地域
和歌山県和歌山市美園町5,新南地区,第10ブロック,中心部地域
和歌山県和歌山市満屋,小倉地区,第4ブロック,東部地域
和歌山県和歌山市湊,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊1,湊地区,第2ブロック,北部地域
和歌山県和歌山市湊2,湊地区,第2ブロック,北部地域
和歌山県和歌山市湊3,湊地区,第2ブロック,北部地域
和歌山県和歌山市湊4,湊地区,第2ブロック,北部地域
和歌山県和歌山市湊5,湊地区,第2ブロック,北部地域
和歌山県和歌山市湊桶屋町,吹上地区,第8ブロック,中心部地域
和歌山県和歌山市湊北町1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊北町2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊北町3,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊紺屋町1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊紺屋町2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊紺屋町3,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊御殿1,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市湊御殿2,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市湊御殿3,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市湊通丁北1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊通丁北2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊通丁北3,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊通丁北4,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊通丁南1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊通丁南2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊通丁南3,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市湊通丁南4,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市湊本町1,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊本町2,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市湊本町3,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市南相生丁,砂山地区,第8ブロック,中心部地域
和歌山県和歌山市南牛町,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市南桶屋町,本町地区,第9ブロック,中心部地域
和歌山県和歌山市南片原1,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市南片原2,芦原地区,第10ブロック,中心部地域
和歌山県和歌山市南休賀町,大新地区,第10ブロック,中心部地域
和歌山県和歌山市南雑賀町,大新地区,第10ブロック,中心部地域
和歌山県和歌山市南細工町,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市南材木丁1,大新地区,第10ブロック,中心部地域
和歌山県和歌山市南材木丁2,大新地区,第10ブロック,中心部地域
和歌山県和歌山市南材木丁3,大新地区,第10ブロック,中心部地域
和歌山県和歌山市南甚五兵衛丁,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市南田辺丁,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市南大工町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市南中間町,雄湊地区,第9ブロック,中心部地域
和歌山県和歌山市南出島,宮前地区,第6ブロック,中心部地域
和歌山県和歌山市南畑,東山東地区,第5ブロック,南東部地域
和歌山県和歌山市南汀丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市深山,加太地区,第1ブロック,北西部地域
和歌山県和歌山市明王寺,東山東地区,第5ブロック,南東部地域
和歌山県和歌山市向,貴志地区,第2ブロック,北部地域
和歌山県和歌山市六筋目,城北地区,第9ブロック,中心部地域
和歌山県和歌山市六十谷,有功地区,第3ブロック,北東部地域
和歌山県和歌山市元寺町1,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町2,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町3,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町4,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町5,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町北ノ丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町西ノ丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町東ノ丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元寺町南ノ丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市元博労町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市元町奉行丁1,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市元町奉行丁2,芦原地区,第10ブロック,中心部地域
和歌山県和歌山市本脇,西脇地区,第1ブロック,北西部地域
和歌山県和歌山市本渡,安原地区,第5ブロック,南東部地域
和歌山県和歌山市森小手穂,岡崎地区,第5ブロック,南東部地域
和歌山県和歌山市屋形町1,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市屋形町2,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市屋形町3,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市屋形町4,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市屋形町5,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市薬勝寺,安原地区,第5ブロック,南東部地域
和歌山県和歌山市矢田,東山東地区,第5ブロック,南東部地域
和歌山県和歌山市柳丁,大新地区,第10ブロック,中心部地域
和歌山県和歌山市藪ノ丁,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市山蔭丁,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市山口西,山口地区,第3ブロック,北東部地域
和歌山県和歌山市山吹丁,本町地区,第9ブロック,中心部地域
和歌山県和歌山市湯屋谷,山口地区,第3ブロック,北東部地域
和歌山県和歌山市吉里,西山東地区,第5ブロック,南東部地域
和歌山県和歌山市吉田,宮北地区,第6ブロック,中心部地域
和歌山県和歌山市吉原,安原地区,第5ブロック,南東部地域
和歌山県和歌山市四筋目,城北地区,第9ブロック,中心部地域
和歌山県和歌山市寄合町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市萬町,城北地区,第9ブロック,中心部地域
和歌山県和歌山市四番丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市六番丁,城北地区,第9ブロック,中心部地域
和歌山県和歌山市和歌浦中1,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦中2,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦中3,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦西1,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦西2,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦東1,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦東2,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦東3,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦東4,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦南1,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦南2,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌浦南3,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌川町,和歌浦地区,第7ブロック,南部地域
和歌山県和歌山市和歌町,広瀬地区,第10ブロック,中心部地域
和歌山県和歌山市和佐関戸,和佐地区,第4ブロック,東部地域
和歌山県和歌山市和佐中,和佐地区,第4ブロック,東部地域
和歌山県和歌山市和田,三田地区,第5ブロック,南東部地域
