習い事_教室名,習い事_住所,習い事_アクセス,習い事_対象学年,習い事_備考,習い事_URL,習い事_経度,習い事_緯度,習い事_ジャンル_バレエ,習い事_ジャンル_音楽教室,習い事_ジャンル_バスケットボール,習い事_ジャンル_書道・習字,習い事_ジャンル_スイミング・水泳,習い事_ジャンル_柔道,習い事_ジャンル_英語・英会話,習い事_ジャンル_ピアノ,習い事_ジャンル_ダンス,習い事_ジャンル_野球・ソフトボール,習い事_ジャンル_幼児教室,習い事_ジャンル_合気道,習い事_ジャンル_サッカー・フットサル,習い事_ジャンル_テニス,習い事_ジャンル_新体操,習い事_ジャンル_学習塾,習い事_ジャンル_運動・体操,習い事_ジャンル_剣道,習い事_ジャンル_絵画・造形,習い事_ジャンル_空手・拳法,習い事_ジャンル_ラグビー
進学塾チャレンジ１,和歌山県和歌山市次郎丸９８－４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032683,34.2534972,135.1455585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
紀伊ジュニアフットボールクラブ,和歌山県和歌山市小豆島紀ノ川第７緑地（小豆島・中州）の河川敷,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123764,34.2558734,135.229181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
学研 新在家教室,和歌山県和歌山市新在家170-62,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123808,34.2434138,135.1971463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研CAIスクール Study Fun 楠見校,和歌山県和歌山市大谷374-1,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123772,34.2599878,135.1762667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
河合塾マナビス 堀止校,和歌山県和歌山市堀止西1-2-23,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123867,34.2141776,135.169665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ＩＴＴＯ個別指導学院／紀伊駅前校,和歌山県和歌山市北野５３０－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032688,34.2680853,135.2454294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 西脇教室,和歌山県和歌山市西庄623,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123803,34.259609,135.1097602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ガウディア堀止教室,和歌山県和歌山市堀止西１丁目２－２３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032750,34.2141776,135.169665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導Axis 神前校,和歌山県和歌山市神前146-1メゾンローズ1F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123738,34.216723,135.2049974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
アレック教育グループ,和歌山県和歌山市塩屋５丁目５－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032782,34.2005422,135.1782765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
みやび個別指導学院六十谷校,和歌山県和歌山市園部８６３－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032593,34.2624705,135.1948373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
明光義塾和歌山西庄教室,和歌山県和歌山市西庄２７４－６２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032671,34.2580717,135.1190775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
能開センター／小松原校,和歌山県和歌山市吹上４丁目１－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032863,34.2169155,135.1697564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ナビ個別指導学院 和歌山校,和歌山県和歌山市太田4-4-13太田ビル201・202,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123942,34.2290745,135.1967241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
明光義塾 和歌山本町教室,和歌山県和歌山市本町1-32-4,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123643,34.2337754,135.1746835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 みやきた教室,和歌山県和歌山市黒田161-10,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123844,34.2343699,135.1945877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
アドヴァンスむそた,和歌山県和歌山市六十谷７８－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000051133,34.2598443,135.2007139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
総合学習アート,和歌山県和歌山市小松原５丁目１－４１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032544,34.2189255,135.1683488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別教室のトライ 和歌山駅前校,和歌山県和歌山市美園町5丁目2-5アイワビル3F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123747,34.2311484,135.1900023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 紀ノ川台教室,和歌山県和歌山市六十谷1342-278,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123830,34.2735746,135.2098942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ＹＡＮＯ塾・グループ個別指導本部校,和歌山県和歌山市榎原３００－４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032821,34.2557851,135.1309071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GO-EIGO 和歌山英会話,和歌山県和歌山市有家241,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123997,34.2251216,135.1979318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
個別指導Axis 六十谷校,和歌山県和歌山市六十谷364-1K.N.Bビル2F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123734,34.2618224,135.2061608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導のレッスンワン,和歌山県和歌山市新堀東２丁目５－２９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032576,34.2134738,135.1757621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
明光義塾和台前駅前教室,和歌山県和歌山市中５７３－１９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032794,34.2764034,135.1474771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
東進衛星予備校インフォメーションセンター,和歌山県和歌山市太田１丁目１３－１５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032570,34.232108,135.1936775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
間藤教室ＪＲ和歌山駅前校,和歌山県和歌山市美園町５丁目７－４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032770,34.2312754,135.1904685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
能開センター／和歌山本部,和歌山県和歌山市黒田１丁目４－１６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032566,34.2334225,135.1926427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
能開センター／能開プレスクール和歌山校,和歌山県和歌山市太田１丁目９－９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032653,34.2312643,135.1923391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
夢現進学スクール岡本教室,和歌山県和歌山市和歌浦南２丁目１０－１４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032928,34.18787,135.1684036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ヤマハ音楽教室 紀伊教室,和歌山県和歌山市宇田森314-3,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123918,34.2638372,135.249968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学研 キラリ有功教室,和歌山県和歌山市園部1518-1いさお幼稚園内,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123854,34.2659451,135.198725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ITTO個別指導学院 楠見校,和歌山県和歌山市粟258-1,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123994,34.2529998,135.1751985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
スクールＩＥ西ノ庄校,和歌山県和歌山市西庄３３８－３４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032907,34.2583675,135.1154347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
楠見少年サッカークラブ,和歌山県和歌山市善明寺　楠見東小学校体育館、楠見グラウンド,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123668,34.257453,135.181877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
創研学院三木町校,和歌山県和歌山市三木町中ノ丁１７,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032577,34.2311871,135.1785358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
公文式／城北教室,和歌山県和歌山市東鍛冶屋町１４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032924,34.234567,135.173244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 砂山教室,和歌山県和歌山市出口新端ノ丁44富田そろばん教室内,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123815,34.2204083,135.1622298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
公文教育研究会和歌山事務局,和歌山県和歌山市九番丁１５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032568,34.2311598,135.1708507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ヤマハ音楽教室 ステーションセンター,和歌山県和歌山市友田町5-43山植ビル4F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123927,34.2332069,135.1895042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
極真空手 和歌山市紀伊駅前道場,和歌山県和歌山市北野442-30,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123750,34.2687215,135.2465917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
翔学舎,和歌山県和歌山市鳴神１２０－３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032892,34.2260205,135.2101753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
アトリエＲＯＫＯ,和歌山県和歌山市手平５丁目７－２８,,,,https://sp-sukusuku.jp/kyoushitsu/s18000044152,34.2139701,135.1850237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ＧＥＳ／西浜校,和歌山県和歌山市西浜３丁目９－５６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032604,34.1968475,135.1590248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ＫＩスクール,和歌山県和歌山市木ノ本４１２－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032735,34.2597605,135.1330443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
拳武館宇治田道場,和歌山県和歌山市南汀丁１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000001232,34.2292203,135.1675648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
学研 ふじと台教室,和歌山県和歌山市中700-106,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123847,34.2733603,135.1478633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
第一ゼミナール／紀ノ川校,和歌山県和歌山市松江北２丁目６－７－２Ｆ,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032667,34.2489236,135.1362044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 かわなが教室,和歌山県和歌山市永穂68-7,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123855,34.2552487,135.2523089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
和歌山東高校剣道部,和歌山県和歌山市森小手穂１３６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000002522,34.2073276,135.2263299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
和歌山空手道研究会・和空会,和歌山県和歌山市和佐河南体育館・武道場、和歌浦西県立武道,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123638,34.2674325,135.1533246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
学研CAIスクール 咲花教室,和歌山県和歌山市島崎町3丁目35,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123770,34.2212673,135.1799436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
藤田塾和歌山キンダースクール,和歌山県和歌山市築港３丁目２０－４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032884,34.2225429,135.1546239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
スプラウトスポーツクラブ和歌山,和歌山県和歌山市　東公園体育館、東公園市民球場、日進中学校体,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123960,34.2303678,135.1707405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
夢現進学スクール,和歌山県和歌山市三葛３０２－６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032774,34.1918483,135.1847531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
いせたにあんざんすくうる,和歌山県和歌山市津秦３７－３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032552,34.2229068,135.205089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導Ｗａｍ／楠見校,和歌山県和歌山市善明寺４８－１－１Ｆ－Ａ,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032736,34.26109270000001,135.1820429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導さくら学院,和歌山県和歌山市,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123731,34.2303678,135.1707405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 紀ノ川教室,和歌山県和歌山市粟201-14,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123831,34.2539053,135.1665756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ありがとう幼児教室,和歌山県和歌山市東長町５丁目７１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000053609,34.2250753,135.1656908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
フレックス・スイミングスクール,和歌山県和歌山市和歌浦東４丁目４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000051134,34.1877235,135.1778139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学研 おぐら教室,和歌山県和歌山市小倉256-1,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123856,34.2497945,135.2904959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 こざいか教室,和歌山県和歌山市小雑賀149,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123853,34.203615,135.1841561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ヤマハ音楽教室 県庁前センター,和歌山県和歌山市吹上1-2-20,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123915,34.2242212,135.1701786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学研 雄湊教室,和歌山県和歌山市南甚五兵衛丁3青谷マンション1F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123775,34.2265576,135.1624849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
能開センター／紀ノ川北校,和歌山県和歌山市向１５３－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032775,34.2582008,135.1439097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
美麗書院,和歌山県和歌山市塩屋４丁目６－５８,,,,https://sp-sukusuku.jp/kyoushitsu/s18000058827,34.2002619,135.1767757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＡＩセミナー,和歌山県和歌山市市小路１５２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032628,34.2562301,135.1642358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 津秦たんぽぽ教室,和歌山県和歌山市津秦139-16津秦そろばん教室内,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123796,34.2179623,135.2031237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
国際空手道連盟　極真会館 和歌山支部,和歌山県和歌山市秋葉町4-8　理容会館1階、榎原195-8　,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123697,34.1997627,135.170125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
和歌山県計算実務協会（一般社団法人）,和歌山県和歌山市西汀丁３６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000056910,34.2301035,135.170085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ガウディア和歌山エリア本部,和歌山県和歌山市友田町２丁目１４５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032900,34.2319133,135.1854626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
スタッド 小倉勝宝台教室,和歌山県和歌山市下三毛691-31,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123968,34.2380502,135.2927986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
啓己塾,和歌山県和歌山市栄谷８９３－８,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032887,34.2595786,135.1501175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
昇学セミナー四ケ郷教室,和歌山県和歌山市新在家１２３－７,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032930,34.2439842,135.2010386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導マーベル砂山校,和歌山県和歌山市湊３１４９－２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032910,34.2192132,135.1630548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ＧＥＳ／紀伊校,和歌山県和歌山市北野４０９－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032709,34.2690803,135.2470924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ウイッシュボーンイングリッシュアカデミー和歌山スクール,和歌山県和歌山市紀三井寺８１１－４１－１０１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000054322,34.1880974,135.1833492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
学研 木ノ本ニュータウン教室,和歌山県和歌山市木ノ本1675-39,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123778,34.2677051,135.1263409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ＧＥＳ／ターミナル校,和歌山県和歌山市黒田１丁目２－２１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032919,34.2326855,135.1933444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別教室のトライ,和歌山県和歌山市美園町５丁目２－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032895,34.2311484,135.1900023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
京阪珠算塾,和歌山県和歌山市久右衛門丁２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000056924,34.2249812,135.1659213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学研 今福教室,和歌山県和歌山市西小二里3丁目1-22田淵そろばん教室内,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123816,34.2076256,135.1635047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
能開センター 小松原校,和歌山県和歌山市吹上4-1-1アズマハウス吹上ビル,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123659,34.2169155,135.1697564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
フォース（ｆｏｒｃｅ）,和歌山県和歌山市久右衛門丁１９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032921,34.2251351,135.1664736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ヤスムラビクトロン,和歌山県和歌山市広瀬通丁１丁目１２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000048816,34.2265315,135.1802525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ＩＮＧ英数セミナー,和歌山県和歌山市島橋西ノ丁４－２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032789,34.24397769999999,135.1467591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導Ｗａｍ／高積校,和歌山県和歌山市新庄９９－７,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032898,34.2303678,135.1707405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
喜望ゼミナールLepton本部校,和歌山県和歌山市吹屋町5丁目40-5,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123765,34.2253685,135.1903821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河合塾マナビス 和歌山駅前校,和歌山県和歌山市太田1-14-11オオトヨビル3階,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123866,34.2317454,135.1927781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
